,cum_infections_1,cum_infections_2,cum_infections_3,cum_infections_4,cum_infections_5,cum_infections_6,cum_symptomatic_1,cum_symptomatic_2,cum_symptomatic_3,cum_symptomatic_4,cum_symptomatic_5,cum_symptomatic_6,cum_severe_1,cum_severe_2,cum_severe_3,cum_severe_4,cum_severe_5,cum_severe_6,cum_critical_1,cum_critical_2,cum_critical_3,cum_critical_4,cum_critical_5,cum_critical_6,cum_deaths_1,cum_deaths_2,cum_deaths_3,cum_deaths_4,cum_deaths_5,cum_deaths_6,cum_vaccinated_1,cum_vaccinated_2,cum_vaccinated_3,cum_vaccinated_4,cum_vaccinated_5,cum_vaccinated_6,quar_period,interventions,pop_size,pop_infected,location,n_days,pop_type,use_waning
8,97.0,143.0,184.0,194.0,198.0,201.0,0.0,58.0,101.0,120.0,126.0,127.0,0.0,0.0,3.0,5.0,7.0,8.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,39210.0,49002.0,49002.0,49002.0,49002.0,49002.0,14,pfizer,49002.02689164489,97.47988538303575,France,35,hybrid,True
9,97.0,136.0,164.0,174.0,176.0,176.0,0.0,66.0,97.0,113.0,116.0,117.0,0.0,1.0,8.0,9.0,9.0,10.0,0.0,0.0,3.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,39226.0,49001.0,49002.0,49002.0,49002.0,49002.0,14,pfizer,49002.02689164489,97.47988538303575,France,35,hybrid,True
0,102.0,170.0,232.0,275.0,285.0,290.0,0.0,59.0,111.0,133.0,147.0,151.0,0.0,0.0,8.0,11.0,13.0,14.0,0.0,0.0,2.0,4.0,4.0,5.0,0.0,0.0,0.0,0.0,1.0,2.0,49543.0,49543.0,49543.0,49543.0,49543.0,49543.0,14,pfizer,49543.36235736952,102.87904939938173,UK,35,hybrid,True
1,102.0,138.0,185.0,198.0,199.0,199.0,0.0,60.0,100.0,113.0,117.0,117.0,0.0,1.0,6.0,8.0,10.0,10.0,0.0,0.0,3.0,3.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,49543.0,49543.0,49543.0,49543.0,49543.0,49543.0,14,pfizer,49543.36235736952,102.87904939938173,UK,35,hybrid,True
2,102.0,143.0,187.0,197.0,199.0,200.0,0.0,60.0,93.0,106.0,111.0,113.0,0.0,2.0,5.0,10.0,14.0,15.0,0.0,0.0,1.0,4.0,7.0,7.0,0.0,0.0,0.0,0.0,1.0,1.0,49543.0,49543.0,49543.0,49543.0,49543.0,49543.0,14,pfizer,49543.36235736952,102.87904939938173,UK,35,hybrid,True
3,102.0,133.0,162.0,169.0,178.0,182.0,0.0,61.0,86.0,101.0,106.0,110.0,0.0,4.0,9.0,12.0,13.0,14.0,0.0,1.0,3.0,4.0,4.0,4.0,0.0,0.0,0.0,1.0,2.0,2.0,49543.0,49543.0,49543.0,49543.0,49543.0,49543.0,14,pfizer,49543.36235736952,102.87904939938173,UK,35,hybrid,True
4,102.0,150.0,195.0,210.0,215.0,215.0,0.0,61.0,115.0,136.0,140.0,142.0,0.0,1.0,7.0,10.0,11.0,12.0,0.0,0.0,2.0,3.0,3.0,4.0,0.0,0.0,0.0,2.0,3.0,3.0,49543.0,49543.0,49543.0,49543.0,49543.0,49543.0,14,pfizer,49543.36235736952,102.87904939938173,UK,35,hybrid,True
5,102.0,143.0,173.0,189.0,191.0,191.0,0.0,63.0,96.0,111.0,118.0,118.0,0.0,0.0,5.0,11.0,13.0,13.0,0.0,0.0,1.0,2.0,3.0,3.0,0.0,0.0,1.0,2.0,2.0,2.0,49543.0,49543.0,49543.0,49543.0,49543.0,49543.0,14,pfizer,49543.36235736952,102.87904939938173,UK,35,hybrid,True
6,102.0,134.0,166.0,179.0,181.0,181.0,0.0,61.0,95.0,104.0,109.0,110.0,0.0,1.0,8.0,9.0,9.0,9.0,0.0,1.0,4.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,1.0,1.0,49543.0,49543.0,49543.0,49543.0,49543.0,49543.0,14,pfizer,49543.36235736952,102.87904939938173,UK,35,hybrid,True
7,102.0,134.0,166.0,174.0,174.0,175.0,0.0,64.0,91.0,104.0,106.0,106.0,0.0,3.0,7.0,8.0,9.0,10.0,0.0,0.0,2.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.0,49543.0,49543.0,49543.0,49543.0,49543.0,49543.0,14,pfizer,49543.36235736952,102.87904939938173,UK,35,hybrid,True
8,102.0,149.0,199.0,217.0,227.0,228.0,0.0,67.0,106.0,131.0,138.0,143.0,0.0,1.0,5.0,6.0,6.0,6.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,49543.0,49543.0,49543.0,49543.0,49543.0,49543.0,14,pfizer,49543.36235736952,102.87904939938173,UK,35,hybrid,True
9,102.0,155.0,201.0,217.0,223.0,223.0,0.0,51.0,97.0,118.0,124.0,127.0,0.0,0.0,4.0,9.0,10.0,10.0,0.0,0.0,1.0,3.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,49543.0,49543.0,49543.0,49543.0,49543.0,49543.0,14,pfizer,49543.36235736952,102.87904939938173,UK,35,hybrid,True
0,97.0,269.0,741.0,1840.0,4179.0,9096.0,0.0,60.0,210.0,613.0,1500.0,3395.0,0.0,0.0,8.0,22.0,50.0,136.0,0.0,0.0,1.0,5.0,10.0,33.0,0.0,0.0,0.0,1.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,14,none,51182.12572410758,97.21294988869144,China,35,hybrid,True
1,97.0,225.0,542.0,1480.0,3682.0,8301.0,0.0,63.0,191.0,466.0,1240.0,3025.0,0.0,1.0,1.0,15.0,36.0,107.0,0.0,0.0,1.0,2.0,6.0,22.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,14,none,51182.12572410758,97.21294988869144,China,35,hybrid,True
2,97.0,198.0,457.0,1105.0,2857.0,6601.0,0.0,66.0,174.0,396.0,989.0,2396.0,0.0,1.0,7.0,19.0,38.0,95.0,0.0,0.0,2.0,6.0,11.0,23.0,0.0,0.0,0.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,14,none,51182.12572410758,97.21294988869144,China,35,hybrid,True
3,97.0,258.0,674.0,1554.0,3708.0,8102.0,0.0,54.0,205.0,544.0,1313.0,3005.0,0.0,2.0,11.0,25.0,53.0,115.0,0.0,0.0,2.0,4.0,13.0,26.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,14,none,51182.12572410758,97.21294988869144,China,35,hybrid,True
4,97.0,239.0,692.0,1832.0,4431.0,9826.0,0.0,56.0,203.0,600.0,1520.0,3614.0,0.0,0.0,4.0,22.0,67.0,143.0,0.0,0.0,1.0,3.0,11.0,22.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,14,none,51182.12572410758,97.21294988869144,China,35,hybrid,True
5,97.0,229.0,574.0,1255.0,2813.0,6467.0,0.0,70.0,184.0,449.0,1021.0,2405.0,0.0,0.0,6.0,18.0,44.0,112.0,0.0,0.0,1.0,5.0,10.0,28.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,14,none,51182.12572410758,97.21294988869144,China,35,hybrid,True
6,97.0,211.0,536.0,1189.0,2614.0,5668.0,0.0,63.0,173.0,434.0,956.0,2066.0,0.0,1.0,8.0,15.0,39.0,82.0,0.0,0.0,1.0,1.0,4.0,7.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,14,none,51182.12572410758,97.21294988869144,China,35,hybrid,True
7,97.0,302.0,854.0,2104.0,5091.0,10944.0,0.0,82.0,282.0,729.0,1799.0,4223.0,0.0,2.0,9.0,32.0,78.0,165.0,0.0,0.0,1.0,5.0,14.0,37.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,14,none,51182.12572410758,97.21294988869144,China,35,hybrid,True
8,97.0,284.0,803.0,2099.0,5140.0,11333.0,0.0,58.0,265.0,705.0,1797.0,4251.0,0.0,2.0,9.0,21.0,63.0,166.0,0.0,0.0,2.0,4.0,12.0,31.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,14,none,51182.12572410758,97.21294988869144,China,35,hybrid,True
9,97.0,268.0,732.0,1874.0,4318.0,9366.0,0.0,63.0,220.0,620.0,1551.0,3550.0,0.0,0.0,5.0,22.0,58.0,146.0,0.0,0.0,2.0,4.0,10.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,none,51182.12572410758,97.21294988869144,China,35,hybrid,True
0,100.0,164.0,217.0,241.0,253.0,256.0,0.0,64.0,114.0,139.0,154.0,154.0,0.0,0.0,8.0,10.0,13.0,13.0,0.0,0.0,2.0,3.0,4.0,4.0,0.0,0.0,0.0,0.0,2.0,2.0,50268.0,50268.0,50268.0,50268.0,50268.0,50268.0,14,moderna,50268.630900625016,100.17799405111697,UK,35,hybrid,True
1,100.0,133.0,156.0,170.0,181.0,181.0,0.0,63.0,93.0,109.0,115.0,119.0,0.0,0.0,4.0,5.0,5.0,5.0,0.0,0.0,3.0,3.0,3.0,3.0,0.0,0.0,1.0,2.0,3.0,3.0,50268.0,50268.0,50268.0,50268.0,50268.0,50268.0,14,moderna,50268.630900625016,100.17799405111697,UK,35,hybrid,True
2,100.0,139.0,184.0,217.0,246.0,249.0,0.0,64.0,96.0,120.0,142.0,150.0,0.0,0.0,8.0,13.0,16.0,17.0,0.0,0.0,2.0,3.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,50268.0,50268.0,50268.0,50268.0,50268.0,50268.0,14,moderna,50268.630900625016,100.17799405111697,UK,35,hybrid,True
3,100.0,130.0,166.0,185.0,190.0,193.0,0.0,60.0,93.0,112.0,120.0,125.0,0.0,1.0,7.0,7.0,7.0,7.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,50268.0,50268.0,50268.0,50268.0,50268.0,50268.0,14,moderna,50268.630900625016,100.17799405111697,UK,35,hybrid,True
4,100.0,153.0,195.0,210.0,214.0,214.0,0.0,63.0,100.0,121.0,125.0,128.0,0.0,1.0,4.0,5.0,6.0,6.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,50268.0,50268.0,50268.0,50268.0,50268.0,50268.0,14,moderna,50268.630900625016,100.17799405111697,UK,35,hybrid,True
5,100.0,147.0,182.0,203.0,212.0,224.0,0.0,64.0,103.0,122.0,129.0,139.0,0.0,2.0,8.0,14.0,15.0,15.0,0.0,0.0,0.0,2.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,50268.0,50268.0,50268.0,50268.0,50268.0,50268.0,14,moderna,50268.630900625016,100.17799405111697,UK,35,hybrid,True
6,100.0,143.0,177.0,190.0,204.0,206.0,0.0,62.0,100.0,125.0,133.0,136.0,0.0,2.0,4.0,10.0,12.0,12.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,50268.0,50268.0,50268.0,50268.0,50268.0,50268.0,14,moderna,50268.630900625016,100.17799405111697,UK,35,hybrid,True
7,100.0,166.0,222.0,246.0,258.0,261.0,0.0,60.0,109.0,135.0,150.0,155.0,0.0,0.0,6.0,8.0,8.0,13.0,0.0,0.0,1.0,2.0,2.0,5.0,0.0,0.0,0.0,1.0,1.0,1.0,50268.0,50268.0,50268.0,50268.0,50268.0,50268.0,14,moderna,50268.630900625016,100.17799405111697,UK,35,hybrid,True
8,100.0,153.0,186.0,199.0,202.0,202.0,0.0,60.0,103.0,119.0,120.0,121.0,0.0,2.0,5.0,8.0,9.0,9.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,50268.0,50268.0,50268.0,50268.0,50268.0,50268.0,14,moderna,50268.630900625016,100.17799405111697,UK,35,hybrid,True
9,100.0,132.0,170.0,183.0,185.0,185.0,0.0,57.0,91.0,108.0,112.0,113.0,0.0,1.0,5.0,7.0,7.0,8.0,0.0,1.0,3.0,3.0,3.0,4.0,0.0,0.0,0.0,1.0,2.0,2.0,50268.0,50268.0,50268.0,50268.0,50268.0,50268.0,14,moderna,50268.630900625016,100.17799405111697,UK,35,hybrid,True
0,104.0,252.0,740.0,1838.0,4201.0,8803.0,0.0,64.0,219.0,626.0,1525.0,3468.0,0.0,2.0,7.0,33.0,73.0,164.0,0.0,0.0,2.0,6.0,17.0,41.0,0.0,0.0,0.0,0.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,14,none,51398.62106054952,104.8355188562424,UK,35,hybrid,True
1,104.0,279.0,784.0,1863.0,4304.0,9158.0,0.0,72.0,244.0,678.0,1598.0,3607.0,0.0,1.0,6.0,20.0,62.0,163.0,0.0,0.0,1.0,5.0,14.0,47.0,0.0,0.0,0.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,14,none,51398.62106054952,104.8355188562424,UK,35,hybrid,True
2,104.0,281.0,848.0,2090.0,4739.0,9993.0,0.0,68.0,268.0,743.0,1751.0,3915.0,0.0,1.0,7.0,29.0,77.0,185.0,0.0,0.0,2.0,8.0,23.0,47.0,0.0,0.0,0.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,14,none,51398.62106054952,104.8355188562424,UK,35,hybrid,True
3,104.0,272.0,763.0,1889.0,4277.0,9536.0,0.0,67.0,259.0,676.0,1600.0,3587.0,0.0,1.0,6.0,22.0,65.0,142.0,0.0,0.0,0.0,2.0,12.0,31.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,14,none,51398.62106054952,104.8355188562424,UK,35,hybrid,True
4,104.0,219.0,553.0,1403.0,3224.0,6974.0,0.0,70.0,205.0,478.0,1183.0,2667.0,0.0,0.0,2.0,14.0,46.0,114.0,0.0,0.0,0.0,0.0,6.0,21.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,14,none,51398.62106054952,104.8355188562424,UK,35,hybrid,True
5,104.0,243.0,596.0,1316.0,2866.0,6366.0,0.0,79.0,214.0,493.0,1108.0,2380.0,0.0,1.0,10.0,23.0,56.0,110.0,0.0,0.0,6.0,13.0,22.0,35.0,0.0,0.0,0.0,1.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,14,none,51398.62106054952,104.8355188562424,UK,35,hybrid,True
6,104.0,277.0,815.0,1920.0,4324.0,9013.0,0.0,58.0,250.0,687.0,1585.0,3581.0,0.0,0.0,5.0,33.0,86.0,188.0,0.0,0.0,3.0,8.0,17.0,49.0,0.0,0.0,0.0,2.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,14,none,51398.62106054952,104.8355188562424,UK,35,hybrid,True
7,104.0,206.0,496.0,1153.0,2642.0,5671.0,0.0,50.0,159.0,404.0,977.0,2152.0,0.0,0.0,8.0,20.0,40.0,100.0,0.0,0.0,1.0,6.0,13.0,28.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,14,none,51398.62106054952,104.8355188562424,UK,35,hybrid,True
8,104.0,252.0,699.0,1616.0,3637.0,7843.0,0.0,73.0,213.0,582.0,1347.0,3018.0,0.0,1.0,7.0,24.0,65.0,136.0,0.0,0.0,1.0,5.0,13.0,37.0,0.0,0.0,0.0,1.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,14,none,51398.62106054952,104.8355188562424,UK,35,hybrid,True
9,104.0,290.0,721.0,1785.0,4121.0,8627.0,0.0,62.0,243.0,625.0,1518.0,3428.0,0.0,1.0,5.0,25.0,66.0,172.0,0.0,0.0,1.0,8.0,22.0,40.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,14,none,51398.62106054952,104.8355188562424,UK,35,hybrid,True
0,105.0,140.0,167.0,185.0,188.0,188.0,0.0,65.0,107.0,125.0,128.0,129.0,0.0,0.0,5.0,5.0,6.0,6.0,0.0,0.0,2.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,49557.0,49557.0,49557.0,49557.0,49557.0,49557.0,14,pfizer,49557.29564680467,105.36613510983013,UK,35,hybrid,True
1,105.0,153.0,186.0,201.0,205.0,206.0,0.0,65.0,101.0,116.0,122.0,124.0,0.0,0.0,5.0,8.0,8.0,9.0,0.0,0.0,1.0,2.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,49557.0,49557.0,49557.0,49557.0,49557.0,49557.0,14,pfizer,49557.29564680467,105.36613510983013,UK,35,hybrid,True
2,105.0,146.0,175.0,192.0,194.0,194.0,0.0,61.0,97.0,113.0,123.0,123.0,0.0,1.0,7.0,11.0,13.0,13.0,0.0,0.0,1.0,2.0,3.0,3.0,0.0,0.0,0.0,1.0,1.0,1.0,49557.0,49557.0,49557.0,49557.0,49557.0,49557.0,14,pfizer,49557.29564680467,105.36613510983013,UK,35,hybrid,True
3,105.0,151.0,216.0,234.0,245.0,249.0,0.0,67.0,118.0,141.0,149.0,153.0,0.0,1.0,4.0,6.0,7.0,7.0,0.0,0.0,3.0,3.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,49557.0,49557.0,49557.0,49557.0,49557.0,49557.0,14,pfizer,49557.29564680467,105.36613510983013,UK,35,hybrid,True
4,105.0,168.0,210.0,230.0,237.0,238.0,0.0,65.0,114.0,141.0,148.0,150.0,0.0,0.0,7.0,9.0,10.0,11.0,0.0,0.0,1.0,3.0,4.0,4.0,0.0,0.0,0.0,0.0,1.0,2.0,49557.0,49557.0,49557.0,49557.0,49557.0,49557.0,14,pfizer,49557.29564680467,105.36613510983013,UK,35,hybrid,True
5,105.0,148.0,202.0,229.0,232.0,233.0,0.0,70.0,113.0,139.0,146.0,148.0,0.0,1.0,7.0,8.0,9.0,9.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,49557.0,49557.0,49557.0,49557.0,49557.0,49557.0,14,pfizer,49557.29564680467,105.36613510983013,UK,35,hybrid,True
6,105.0,135.0,176.0,192.0,202.0,204.0,0.0,61.0,97.0,115.0,121.0,128.0,0.0,0.0,7.0,11.0,11.0,12.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,49557.0,49557.0,49557.0,49557.0,49557.0,49557.0,14,pfizer,49557.29564680467,105.36613510983013,UK,35,hybrid,True
7,105.0,158.0,195.0,204.0,205.0,205.0,0.0,59.0,109.0,118.0,120.0,120.0,0.0,1.0,6.0,10.0,11.0,11.0,0.0,0.0,2.0,4.0,5.0,5.0,0.0,0.0,0.0,0.0,1.0,2.0,49557.0,49557.0,49557.0,49557.0,49557.0,49557.0,14,pfizer,49557.29564680467,105.36613510983013,UK,35,hybrid,True
8,105.0,139.0,186.0,205.0,214.0,219.0,0.0,74.0,109.0,131.0,135.0,138.0,0.0,3.0,9.0,12.0,13.0,13.0,0.0,0.0,1.0,3.0,3.0,4.0,0.0,0.0,0.0,0.0,1.0,2.0,49557.0,49557.0,49557.0,49557.0,49557.0,49557.0,14,pfizer,49557.29564680467,105.36613510983013,UK,35,hybrid,True
9,105.0,148.0,192.0,212.0,218.0,218.0,0.0,67.0,105.0,132.0,139.0,139.0,0.0,1.0,5.0,7.0,9.0,9.0,0.0,0.0,2.0,2.0,3.0,3.0,0.0,0.0,0.0,1.0,1.0,1.0,49557.0,49557.0,49557.0,49557.0,49557.0,49557.0,14,pfizer,49557.29564680467,105.36613510983013,UK,35,hybrid,True
0,96.0,132.0,174.0,184.0,190.0,192.0,0.0,53.0,93.0,112.0,114.0,115.0,0.0,2.0,12.0,14.0,15.0,16.0,0.0,1.0,7.0,8.0,9.0,10.0,0.0,0.0,1.0,3.0,5.0,5.0,50376.0,50376.0,50376.0,50376.0,50376.0,50376.0,14,pfizer,50376.81884344747,96.56187865225824,Japan,35,hybrid,True
1,96.0,132.0,164.0,177.0,186.0,187.0,0.0,62.0,93.0,115.0,120.0,124.0,0.0,2.0,7.0,10.0,12.0,12.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,50376.0,50376.0,50376.0,50376.0,50376.0,50376.0,14,pfizer,50376.81884344747,96.56187865225824,Japan,35,hybrid,True
2,96.0,142.0,188.0,210.0,215.0,215.0,0.0,71.0,101.0,124.0,135.0,135.0,0.0,2.0,5.0,7.0,10.0,11.0,0.0,0.0,1.0,2.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,2.0,50376.0,50376.0,50376.0,50376.0,50376.0,50376.0,14,pfizer,50376.81884344747,96.56187865225824,Japan,35,hybrid,True
3,96.0,125.0,159.0,182.0,187.0,188.0,0.0,66.0,90.0,109.0,114.0,115.0,0.0,2.0,8.0,10.0,12.0,13.0,0.0,0.0,2.0,2.0,3.0,3.0,0.0,0.0,0.0,1.0,1.0,1.0,50376.0,50376.0,50376.0,50376.0,50376.0,50376.0,14,pfizer,50376.81884344747,96.56187865225824,Japan,35,hybrid,True
4,96.0,118.0,149.0,157.0,164.0,165.0,0.0,61.0,86.0,102.0,104.0,108.0,0.0,1.0,4.0,9.0,10.0,10.0,0.0,1.0,1.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,2.0,50376.0,50376.0,50376.0,50376.0,50376.0,50376.0,14,pfizer,50376.81884344747,96.56187865225824,Japan,35,hybrid,True
5,96.0,130.0,158.0,175.0,184.0,189.0,0.0,66.0,102.0,121.0,129.0,135.0,0.0,0.0,8.0,10.0,13.0,13.0,0.0,0.0,1.0,4.0,6.0,7.0,0.0,0.0,0.0,1.0,1.0,2.0,50376.0,50376.0,50376.0,50376.0,50376.0,50376.0,14,pfizer,50376.81884344747,96.56187865225824,Japan,35,hybrid,True
6,96.0,128.0,159.0,170.0,173.0,174.0,0.0,58.0,98.0,114.0,117.0,119.0,0.0,2.0,8.0,11.0,11.0,11.0,0.0,1.0,3.0,4.0,4.0,4.0,0.0,0.0,2.0,2.0,2.0,2.0,50376.0,50376.0,50376.0,50376.0,50376.0,50376.0,14,pfizer,50376.81884344747,96.56187865225824,Japan,35,hybrid,True
7,96.0,125.0,152.0,165.0,169.0,173.0,0.0,47.0,79.0,87.0,94.0,97.0,0.0,1.0,8.0,10.0,10.0,11.0,0.0,1.0,2.0,3.0,3.0,4.0,0.0,0.0,0.0,2.0,2.0,3.0,50376.0,50376.0,50376.0,50376.0,50376.0,50376.0,14,pfizer,50376.81884344747,96.56187865225824,Japan,35,hybrid,True
8,96.0,136.0,184.0,202.0,213.0,215.0,0.0,56.0,97.0,114.0,121.0,124.0,0.0,0.0,9.0,12.0,13.0,13.0,0.0,0.0,6.0,7.0,8.0,8.0,0.0,0.0,0.0,2.0,4.0,4.0,50376.0,50376.0,50376.0,50376.0,50376.0,50376.0,14,pfizer,50376.81884344747,96.56187865225824,Japan,35,hybrid,True
9,96.0,148.0,191.0,209.0,210.0,213.0,0.0,61.0,104.0,126.0,133.0,136.0,0.0,0.0,3.0,7.0,8.0,8.0,0.0,0.0,2.0,3.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,50376.0,50376.0,50376.0,50376.0,50376.0,50376.0,14,pfizer,50376.81884344747,96.56187865225824,Japan,35,hybrid,True
